Year,Element,Area,Vegetables,Fruits,Grains/Legumes/Nuts/Seeds,Meat/Poultry,Fish/Seafood,Dairy Food Group,Eggs,Vegetal Products,Sugar,Country,Obesity,Undernourished,Population,latlng,region,subregion,ISO_A2,Life expectancy,GDP
Y2015,Protein supply quantity (g/capita/day),Solomon Islands,0.5,4.039999999999999,16.89,4.209999999999999,11.34,1.3,0.7,38.9,0.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2016,Fat supply quantity (g/capita/day),Solomon Islands,0.07,6.26,3.82,6.48,2.86,1.58,0.6,33.68000000000001,0.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2016,Food supply (kcal/capita/day),Solomon Islands,9.0,122.0,846.0,79.0,71.0,30.0,8.0,2216.0,77.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2016,Food supply quantity (kg/capita/yr),Solomon Islands,14.01,54.01000000000001,124.78,12.23,33.129999999999995,11.04,2.12,624.34,10.09,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2016,Protein supply quantity (g/capita/day),Solomon Islands,0.48,4.34,17.150000000000002,4.59,10.72,1.3,0.66,38.95,0.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2017,Fat supply quantity (g/capita/day),Solomon Islands,0.08,6.17,3.46,6.66,2.6,1.54,0.6,37.12000000000001,0.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2017,Food supply (kcal/capita/day),Solomon Islands,10.0,117.0,809.0,78.0,65.0,38.0,8.0,2218.0,85.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2017,Food supply quantity (kg/capita/yr),Solomon Islands,14.81,52.3,119.54,11.74,30.15,11.56,2.18,616.3499999999998,10.91,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2017,Protein supply quantity (g/capita/day),Solomon Islands,0.51,3.51,16.2,4.23,9.78,2.28,0.68,38.03,0.0,Solomon Islands,20.5,8.9,715000.0,"[-8, 159]",Oceania,Melanesia,SB,67.7125,801.9123831750003
Y2014,Fat supply quantity (g/capita/day),South Africa,0.26,15.58,10.529999999999998,23.899999999999995,0.56,9.52,3.9,48.66,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2014,Food supply (kcal/capita/day),South Africa,34.0,244.0,1548.0,317.0,13.0,152.0,56.0,2517.0,336.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2014,Food supply quantity (kg/capita/yr),South Africa,39.86,72.55000000000003,189.26,61.25,7.19,99.2,14.36,425.5400000000001,46.76,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2014,Protein supply quantity (g/capita/day),South Africa,1.26,17.15,41.33,23.64,1.99,9.18,4.5,48.50000000000002,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2015,Fat supply quantity (g/capita/day),South Africa,0.28,15.300000000000002,10.48,24.05,0.46,10.2,4.4,49.03999999999999,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2015,Food supply (kcal/capita/day),South Africa,37.0,244.0,1529.0,318.0,11.0,166.0,62.0,2502.0,333.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2015,Food supply quantity (kg/capita/yr),South Africa,42.91,73.3,186.91,60.8,6.56,108.28,16.16,428.26000000000016,46.81,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2015,Protein supply quantity (g/capita/day),South Africa,1.35,16.74,40.790000000000006,23.54,1.8100000000000005,10.0,5.06,47.73,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2016,Fat supply quantity (g/capita/day),South Africa,0.26,15.58,10.489999999999998,24.35,0.39,10.0,3.98,49.540000000000006,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2016,Food supply (kcal/capita/day),South Africa,35.0,240.0,1536.0,322.0,10.0,162.0,56.0,2492.0,333.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2016,Food supply quantity (kg/capita/yr),South Africa,40.95,67.71,187.65,62.47,6.0600000000000005,105.92,14.64,415.42,47.42,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2016,Protein supply quantity (g/capita/day),South Africa,1.28,17.299999999999994,40.92,24.16,1.6500000000000004,9.74,4.58,47.79,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2017,Fat supply quantity (g/capita/day),South Africa,0.27,15.15,10.69,23.2,0.39,10.18,3.6,49.51000000000001,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2017,Food supply (kcal/capita/day),South Africa,36.0,237.0,1558.0,308.0,9.0,164.0,52.0,2533.0,342.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2017,Food supply quantity (kg/capita/yr),South Africa,41.89,64.99000000000001,190.45,60.01,5.97,107.18,13.22,424.63000000000017,49.71,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2017,Protein supply quantity (g/capita/day),South Africa,1.33,16.93,41.59,23.21,1.62,9.88,4.14,48.80000000000002,0.0,South Africa,27.0,6.2,59628000.0,"[-29, 24]",Africa,Southern Africa,ZA,57.5,4869.4270436875
Y2014,Fat supply quantity (g/capita/day),Spain,0.6799999999999999,25.05,6.44,26.21,3.09,27.9,6.52,88.07999999999996,0.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2014,Food supply (kcal/capita/day),Spain,89.0,435.0,820.0,370.0,86.0,462.0,92.0,2348.0,303.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2014,Food supply quantity (kg/capita/yr),Spain,129.92000000000002,163.98999999999995,120.1,94.54,44.06,313.14,24.08,561.8599999999999,33.25,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2014,Protein supply quantity (g/capita/day),Spain,4.01,27.56,25.180000000000003,31.05,12.78,27.32,7.52,39.51000000000001,0.01,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2015,Fat supply quantity (g/capita/day),Spain,0.66,25.70000000000001,6.24,26.76,3.27,28.8,6.56,89.67,0.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2015,Food supply (kcal/capita/day),Spain,84.0,458.0,826.0,377.0,89.0,468.0,94.0,2385.0,307.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2015,Food supply quantity (kg/capita/yr),Spain,125.09,179.49,120.93,96.44,43.59,320.1,24.18,574.76,33.7,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2015,Protein supply quantity (g/capita/day),Spain,3.87,28.24,25.369999999999994,31.54,12.94,27.98,7.54,39.9,0.01,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2016,Fat supply quantity (g/capita/day),Spain,0.74,26.050000000000004,7.22,27.000000000000004,3.1899999999999995,30.84,6.76,90.93999999999996,0.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2016,Food supply (kcal/capita/day),Spain,92.0,457.0,867.0,381.0,85.0,500.0,96.0,2435.0,308.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2016,Food supply quantity (kg/capita/yr),Spain,138.83,173.67,127.16,97.94,42.44,343.22,24.88,589.6499999999997,33.95,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2016,Protein supply quantity (g/capita/day),Spain,4.33,28.46,26.640000000000004,32.03,12.47,30.1,7.76,41.44,0.01,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2017,Fat supply quantity (g/capita/day),Spain,0.77,26.69,7.3,27.71,3.24,32.02,7.48,90.89,0.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2017,Food supply (kcal/capita/day),Spain,97.0,467.0,831.0,391.0,85.0,516.0,106.0,2407.0,316.0,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2017,Food supply quantity (kg/capita/yr),Spain,146.54000000000005,178.14,121.58,100.25,42.46,360.04,27.46,593.7099999999998,34.660000000000004,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2017,Protein supply quantity (g/capita/day),Spain,4.51,29.2,25.45000000000001,32.71,12.34,31.16,8.62,40.47000000000001,0.01,Spain,27.1,2.5,47635000.0,"[40, -4]",Europe,Southern Europe,ES,82.06875,17093.459736875
Y2014,Fat supply quantity (g/capita/day),Sri Lanka,0.24,1.61,3.01,1.65,2.09,6.32,2.46,39.57,0.01,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2014,Food supply (kcal/capita/day),Sri Lanka,47.0,36.0,1439.0,26.0,59.0,120.0,34.0,2415.0,283.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2014,Food supply quantity (kg/capita/yr),Sri Lanka,48.28,16.57,217.35,7.2,30.500000000000004,16.98,8.94,446.33,28.08,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2014,Protein supply quantity (g/capita/day),Sri Lanka,1.88,2.21,31.28,2.52,9.36,6.26,2.74,44.84999999999999,0.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2015,Fat supply quantity (g/capita/day),Sri Lanka,0.23,1.83,3.0799999999999987,1.86,2.4,6.96,1.72,40.089999999999975,0.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2015,Food supply (kcal/capita/day),Sri Lanka,50.0,41.0,1416.0,29.0,63.0,136.0,24.0,2408.0,284.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2015,Food supply quantity (kg/capita/yr),Sri Lanka,49.2,18.77,213.65,8.16,30.73,16.9,6.26,449.5299999999999,28.11,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2015,Protein supply quantity (g/capita/day),Sri Lanka,1.94,2.54,31.01,2.85,9.62,7.22,1.92,45.26,0.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2016,Fat supply quantity (g/capita/day),Sri Lanka,0.24,1.97,3.0,1.99,2.29,8.36,1.68,38.28,0.01,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2016,Food supply (kcal/capita/day),Sri Lanka,50.0,44.0,1406.0,31.0,63.0,158.0,24.0,2392.0,285.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2016,Food supply quantity (kg/capita/yr),Sri Lanka,49.42,19.79,212.29,8.79,31.01,21.7,6.08,448.11999999999983,28.22,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2016,Protein supply quantity (g/capita/day),Sri Lanka,1.94,2.77,30.43,3.07,9.7,8.24,1.86,45.27,0.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2017,Fat supply quantity (g/capita/day),Sri Lanka,0.24,2.19,3.13,2.03,2.27,8.48,2.34,39.80999999999999,0.01,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2017,Food supply (kcal/capita/day),Sri Lanka,51.0,45.0,1417.0,31.0,62.0,160.0,34.0,2410.0,282.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2017,Food supply quantity (kg/capita/yr),Sri Lanka,49.83,22.87,213.79999999999995,9.03,30.85,22.38,8.54,454.74999999999983,27.81,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2017,Protein supply quantity (g/capita/day),Sri Lanka,1.95,2.8800000000000003,30.760000000000005,3.14,9.64,8.26,2.62,45.55,0.0,Sri Lanka,5.4,9.0,21937000.0,"[7, 81]",Asia,Southern Asia,LK,73.4,1040.110189675
Y2014,Fat supply quantity (g/capita/day),Sudan,0.47,6.62,7.84,10.62,0.06999999999999999,31.16,0.66,42.28999999999999,0.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2014,Food supply (kcal/capita/day),Sudan,61.0,191.0,1077.0,133.0,2.0,486.0,10.0,2023.0,305.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2014,Food supply quantity (kg/capita/yr),Sudan,82.18,83.24,126.78,23.52,1.01,222.86,2.42,366.4,38.79,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2014,Protein supply quantity (g/capita/day),Sudan,2.46,6.540000000000001,31.37,8.91,0.30000000000000004,23.34,0.72,46.57000000000001,0.04,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2015,Fat supply quantity (g/capita/day),Sudan,0.47,6.6000000000000005,7.78,10.45,0.06999999999999999,30.9,0.68,41.21000000000001,0.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2015,Food supply (kcal/capita/day),Sudan,62.0,203.0,1083.0,132.0,2.0,484.0,10.0,2029.0,314.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2015,Food supply quantity (kg/capita/yr),Sudan,81.79,93.32,127.21,23.19,1.06,221.2,2.5,374.9699999999999,38.83000000000001,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2015,Protein supply quantity (g/capita/day),Sudan,2.56,6.569999999999999,31.53,8.780000000000001,0.31000000000000005,23.48,0.74,45.67000000000001,0.04,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2016,Fat supply quantity (g/capita/day),Sudan,0.45,6.450000000000001,7.87,9.97,0.06999999999999999,30.04,0.68,41.04999999999999,0.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2016,Food supply (kcal/capita/day),Sudan,60.0,187.0,1112.0,125.0,2.0,472.0,10.0,2041.0,311.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2016,Food supply quantity (kg/capita/yr),Sudan,79.46000000000002,84.4,130.82,22.15,1.06,214.9,2.5,366.29,38.3,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2016,Protein supply quantity (g/capita/day),Sudan,2.4800000000000004,6.35,32.40000000000001,8.370000000000001,0.31000000000000005,22.84,0.74,46.69000000000001,0.04,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2017,Fat supply quantity (g/capita/day),Sudan,0.48,6.38,7.79,9.65,0.06999999999999999,29.46,0.64,40.71,0.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2017,Food supply (kcal/capita/day),Sudan,65.0,187.0,1112.0,121.0,2.0,460.0,10.0,2044.0,315.0,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2017,Food supply quantity (kg/capita/yr),Sudan,84.47999999999998,85.44,130.76999999999998,21.380000000000006,1.03,210.76,2.38,374.03999999999985,38.96,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2017,Protein supply quantity (g/capita/day),Sudan,2.62,6.2700000000000005,32.36,8.07,0.31000000000000005,22.32,0.7,46.77,0.04,Sudan,7.4,20.1,43849000.0,"[15, 30]",Africa,Northern Africa,SD,61.825,1192.79795343125
Y2014,Fat supply quantity (g/capita/day),Suriname,0.45,16.74,5.62,18.57,1.2200000000000002,4.48,2.0,55.48,0.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2014,Food supply (kcal/capita/day),Suriname,58.0,274.0,1120.0,240.0,32.0,104.0,30.0,2432.0,436.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2014,Food supply quantity (kg/capita/yr),Suriname,63.67,109.82,161.61,49.00000000000001,17.22,26.6,8.46,524.5799999999998,57.78999999999999,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2014,Protein supply quantity (g/capita/day),Suriname,2.89,13.93,24.88,16.619999999999994,4.88,7.62,2.3,36.04999999999999,0.02,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2015,Fat supply quantity (g/capita/day),Suriname,0.44,16.169999999999998,5.5600000000000005,17.56,1.21,4.72,2.48,54.77,0.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2015,Food supply (kcal/capita/day),Suriname,56.0,261.0,1128.0,225.0,32.0,106.0,38.0,2391.0,428.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2015,Food supply quantity (kg/capita/yr),Suriname,62.4,99.89,162.57,46.59,17.03,25.86,10.52,502.4599999999999,56.51000000000001,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2015,Protein supply quantity (g/capita/day),Suriname,2.84,13.53,25.05,15.53,4.82,7.84,2.86,35.649999999999984,0.02,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2016,Fat supply quantity (g/capita/day),Suriname,0.48,15.86,5.12,17.26,1.2000000000000002,5.0,3.5,53.51999999999998,0.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2016,Food supply (kcal/capita/day),Suriname,62.0,260.0,1120.0,217.0,32.0,122.0,52.0,2372.0,419.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2016,Food supply quantity (kg/capita/yr),Suriname,69.62,98.25,161.98999999999995,44.76,16.85,27.56,14.86,504.4399999999998,54.92,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2016,Protein supply quantity (g/capita/day),Suriname,3.12,13.23,24.9,14.26,4.7700000000000005,9.0,4.04,35.64999999999998,0.02,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2017,Fat supply quantity (g/capita/day),Suriname,0.44,14.97,5.11,16.389999999999993,1.2000000000000002,5.2,2.96,54.1,0.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2017,Food supply (kcal/capita/day),Suriname,60.0,268.0,1125.0,207.0,32.0,120.0,44.0,2381.0,412.0,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2017,Food supply quantity (kg/capita/yr),Suriname,62.48,117.68,162.43000000000004,42.39,16.68,25.1,12.58,516.8100000000002,58.46,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2017,Protein supply quantity (g/capita/day),Suriname,2.91,12.73,25.06,13.63,4.74,8.58,3.42,36.14999999999999,0.02,Suriname,26.5,8.5,605000.0,"[4, -56]",Americas,South America,SR,70.08125,4781.2168219375
Y2014,Fat supply quantity (g/capita/day),Sweden,0.62,21.7,7.34,24.67,2.39,44.1,7.18,57.27,0.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2014,Food supply (kcal/capita/day),Sweden,71.0,377.0,814.0,347.0,61.0,818.0,102.0,2096.0,373.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2014,Food supply quantity (kg/capita/yr),Sweden,88.44,122.48,102.71,78.78,35.050000000000004,671.5,25.9,482.21999999999986,49.7,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2014,Protein supply quantity (g/capita/day),Sweden,3.05,21.01,23.79999999999999,29.17,9.08,55.56,8.24,36.68,0.01,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2015,Fat supply quantity (g/capita/day),Sweden,0.64,21.33,7.2200000000000015,24.53,2.349999999999999,41.98,6.94,56.990000000000016,0.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2015,Food supply (kcal/capita/day),Sweden,72.0,372.0,839.0,347.0,59.0,800.0,98.0,2052.0,302.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2015,Food supply quantity (kg/capita/yr),Sweden,89.30000000000004,121.36,105.97,79.4,33.28999999999999,665.84,25.32,478.59,42.52,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2015,Protein supply quantity (g/capita/day),Sweden,3.12,20.76,24.71,29.420000000000005,8.65,55.2,7.98,37.58999999999999,0.01,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2016,Fat supply quantity (g/capita/day),Sweden,0.63,21.3,7.479999999999999,24.36,2.28,41.78,7.46,58.35000000000001,0.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2016,Food supply (kcal/capita/day),Sweden,71.0,372.0,818.0,344.0,57.0,764.0,106.0,2088.0,344.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2016,Food supply quantity (kg/capita/yr),Sweden,89.55,122.36,103.32,78.49,32.190000000000005,629.08,27.06,486.25,47.25,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2016,Protein supply quantity (g/capita/day),Sweden,3.1,20.81,23.98,29.12,8.349999999999998,52.06,8.56,36.96,0.01,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2017,Fat supply quantity (g/capita/day),Sweden,0.61,20.96,7.879999999999999,23.89,2.37,41.0,7.42,58.15,0.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2017,Food supply (kcal/capita/day),Sweden,69.0,362.0,915.0,337.0,59.0,742.0,106.0,2164.0,340.0,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2017,Food supply quantity (kg/capita/yr),Sweden,85.68,118.34000000000002,116.89999999999998,77.07000000000002,32.82,608.24,27.0,490.3199999999998,46.84,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2017,Protein supply quantity (g/capita/day),Sweden,2.89,20.39,27.059999999999995,28.52,8.53,50.22,8.52,39.79,0.01,Sweden,22.1,2.5,10377000.0,"[62, 15]",Europe,Northern Europe,SE,82.51875000000003,29334.990639375
Y2014,Fat supply quantity (g/capita/day),Switzerland,0.66,35.88999999999999,9.17,38.2,1.2,53.92,5.62,65.66000000000003,0.0,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2014,Food supply (kcal/capita/day),Switzerland,69.0,515.0,818.0,446.0,31.0,852.0,80.0,2388.0,607.0,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2014,Food supply quantity (kg/capita/yr),Switzerland,92.64,132.46,109.05,71.11999999999998,16.89,660.04,20.08,516.6300000000001,62.48,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2014,Protein supply quantity (g/capita/day),Switzerland,3.27,17.77,25.46,23.640000000000004,4.359999999999999,57.26,6.46,35.260000000000026,0.01,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2015,Fat supply quantity (g/capita/day),Switzerland,0.65,34.980000000000004,8.829999999999998,37.16,1.2099999999999995,52.76,5.62,67.55000000000001,0.0,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2015,Food supply (kcal/capita/day),Switzerland,68.0,502.0,797.0,433.0,32.0,836.0,80.0,2358.0,592.0,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2015,Food supply quantity (kg/capita/yr),Switzerland,91.93,132.01,105.18999999999998,69.25999999999999,17.24,649.12,20.16,506.72000000000014,60.89,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
Y2015,Protein supply quantity (g/capita/day),Switzerland,3.1900000000000004,17.34,24.71,23.030000000000005,4.42,56.4,6.48,34.24000000000001,0.01,Switzerland,21.2,2.5,8634000.0,"[47, 8]",Europe,Western Europe,CH,82.33124999999998,57362.87460124999
